event_name,fighter_f1,fighter_f2,outcome_f1,outcome_f2,bout_type,title,method,round,tot_fight_time,last_rnd_time,set_rounds,r1_kd_f1,r1_kd_f2,r1_sig_str_f1,r1_sig_str_f2,r1_total_str_f1,r1_total_str_f2,r1_td_f1,r1_td_f2,r1_sub_att_f1,r1_sub_att_f2,r1_rev_f1,r1_rev_f2,r1_ctrl_f1,r1_ctrl_f2,r2_kd_f1,r2_kd_f2,r2_sig_str_f1,r2_sig_str_f2,r2_total_str_f1,r2_total_str_f2,r2_td_f1,r2_td_f2,r2_sub_att_f1,r2_sub_att_f2,r2_rev_f1,r2_rev_f2,r2_ctrl_f1,r2_ctrl_f2,r3_kd_f1,r3_kd_f2,r3_sig_str_f1,r3_sig_str_f2,r3_total_str_f1,r3_total_str_f2,r3_td_f1,r3_td_f2,r3_sub_att_f1,r3_sub_att_f2,r3_rev_f1,r3_rev_f2,r3_ctrl_f1,r3_ctrl_f2,sg_strk_r1_sig_str_f1,sg_strk_r1_sig_str_f2,sg_strk_r1_head_f1,sg_strk_r1_head_f2,sg_strk_r1_body_f1,sg_strk_r1_body_f2,sg_strk_r1_leg_f1,sg_strk_r1_leg_f2,sg_strk_r1_distance_f1,sg_strk_r1_distance_f2,sg_strk_r1_clinch_f1,sg_strk_r1_clinch_f2,sg_strk_r1_grf1,sg_strk_r1_grf2,sg_strk_r2_sig_str_f1,sg_strk_r2_sig_str_f2,sg_strk_r2_head_f1,sg_strk_r2_head_f2,sg_strk_r2_body_f1,sg_strk_r2_body_f2,sg_strk_r2_leg_f1,sg_strk_r2_leg_f2,sg_strk_r2_distance_f1,sg_strk_r2_distance_f2,sg_strk_r2_clinch_f1,sg_strk_r2_clinch_f2,sg_strk_r2_grf1,sg_strk_r2_grf2,sg_strk_r3_sig_str_f1,sg_strk_r3_sig_str_f2,sg_strk_r3_head_f1,sg_strk_r3_head_f2,sg_strk_r3_body_f1,sg_strk_r3_body_f2,sg_strk_r3_leg_f1,sg_strk_r3_leg_f2,sg_strk_r3_distance_f1,sg_strk_r3_distance_f2,sg_strk_r3_clinch_f1,sg_strk_r3_clinch_f2,sg_strk_r3_grf1,sg_strk_r3_grf2,r4_kd_f1,r4_kd_f2,r4_sig_str_f1,r4_sig_str_f2,r4_total_str_f1,r4_total_str_f2,r4_td_f1,r4_td_f2,r4_sub_att_f1,r4_sub_att_f2,r4_rev_f1,r4_rev_f2,r4_ctrl_f1,r4_ctrl_f2,sg_strk_r4_sig_str_f1,sg_strk_r4_sig_str_f2,sg_strk_r4_head_f1,sg_strk_r4_head_f2,sg_strk_r4_body_f1,sg_strk_r4_body_f2,sg_strk_r4_leg_f1,sg_strk_r4_leg_f2,sg_strk_r4_distance_f1,sg_strk_r4_distance_f2,sg_strk_r4_clinch_f1,sg_strk_r4_clinch_f2,sg_strk_r4_grf1,sg_strk_r4_grf2,r5_kd_f1,r5_kd_f2,r5_sig_str_f1,r5_sig_str_f2,r5_total_str_f1,r5_total_str_f2,r5_td_f1,r5_td_f2,r5_sub_att_f1,r5_sub_att_f2,r5_rev_f1,r5_rev_f2,r5_ctrl_f1,r5_ctrl_f2,sg_strk_r5_sig_str_f1,sg_strk_r5_sig_str_f2,sg_strk_r5_head_f1,sg_strk_r5_head_f2,sg_strk_r5_body_f1,sg_strk_r5_body_f2,sg_strk_r5_leg_f1,sg_strk_r5_leg_f2,sg_strk_r5_distance_f1,sg_strk_r5_distance_f2,sg_strk_r5_clinch_f1,sg_strk_r5_clinch_f2,sg_strk_r5_grf1,sg_strk_r5_grf2
UFC Fight Night: Fiziev vs. Torres,Bekzat Almakhan,Jean Matsumoto,0,1,Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,1,0,0.56,0.38,0.5675675675675675,0.43859649122807015,,0.25,0,0,0,0,2,37,0.0,0.0,0.43,0.34,0.4393939393939394,0.36082474226804123,,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.35,0.31,0.3508771929824561,0.3333333333333333,,0.5,0.0,0.0,0.0,0.0,0.0,29.0,0.56,0.38,0.53125,0.2222222222222222,0.75,0.75,1.0,0.75,0.5555555555555556,0.3404255319148936,1.0,1.0,,0.75,0.43,0.34,0.39344262295081966,0.26582278481012656,1.0,0.6666666666666666,,0.8571428571428571,0.421875,0.33707865168539325,1.0,0.5,,,0.35,0.31,0.32727272727272727,0.2459016393442623,1.0,0.25,,0.6923076923076923,0.32727272727272727,0.32,1.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Fiziev vs. Torres,Tahir Abdullayev,Jefferson Nascimento,1,0,Welterweight Bout,0,KO/TKO,3,868,268,3,0,0,0.25,0.46,0.25,0.4666666666666667,0.0,0.0,0,0,0,0,0,25,0.0,0.0,0.25,0.44,0.25,0.4411764705882353,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.56,0.7313432835820896,0.6274509803921569,0.5,,0.0,0.0,0.0,0.0,192.0,8.0,0.25,0.46,0.125,0.16666666666666666,0.5,0.7142857142857143,1.0,0.5,0.2222222222222222,0.42857142857142855,0.5,1.0,,,0.25,0.44,0.18181818181818182,0.3333333333333333,1.0,0.5,1.0,1.0,0.25,0.4411764705882353,,,,,0.6,0.56,0.5555555555555556,0.2727272727272727,0.8571428571428571,1.0,,0.3333333333333333,0.3076923076923077,0.5454545454545454,0.75,1.0,0.7307692307692307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Manel Kape,Kyoji Horiguchi,1,0,Flyweight Bout,0,KO/TKO,3,762,162,5,0,0,0.26,0.53,0.36363636363636365,0.5294117647058824,,0.33,0,0,0,0,0,15,0.0,0.0,0.4,0.73,0.8387096774193549,0.7346938775510204,,1.0,0.0,0.0,0.0,0.0,0.0,225.0,1.0,0.0,0.37,0.34,0.37142857142857144,0.34782608695652173,,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.26,0.53,0.07142857142857142,0.5,0.5,0.6666666666666666,1.0,0.5,0.2777777777777778,0.5333333333333333,0.0,,,,0.4,0.73,0.0,0.6923076923076923,1.0,1.0,1.0,,0.4,0.8,,,,0.7,0.37,0.34,0.3333333333333333,0.36363636363636365,,,1.0,0.0,0.2608695652173913,0.36363636363636365,,0.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Ion Cutelaba,Navajo Stirling,0,1,Light Heavyweight Bout,0,KO/TKO,2,503,203,3,0,0,0.23,0.66,0.6181818181818182,0.7419354838709677,1.0,,1,0,1,0,113,70,0.0,0.0,0.59,0.78,0.7272727272727273,0.782608695652174,0.6,0.0,0.0,0.0,1.0,2.0,68.0,43.0,,,,,,,,,,,,,,,0.23,0.66,0.16666666666666666,0.6,1.0,0.8571428571428571,1.0,0.5,0.21739130434782608,0.6818181818181818,0.3333333333333333,0.5,,,0.59,0.78,0.5,0.7435897435897436,0.6666666666666666,1.0,0.7142857142857143,1.0,0.5,0.7272727272727273,1.0,,1.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Hyder Amil,Christian Rodriguez,0,1,Featherweight Bout,0,Submission,1,223,223,3,0,1,0.47,0.52,0.4791666666666667,0.5348837209302325,0.0,0.33,0,1,0,0,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47,0.52,0.36666666666666664,0.4857142857142857,0.875,1.0,0.5,,0.4523809523809524,0.5294117647058824,0.6666666666666666,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Melsik Baghdasaryan,Murtazali Magomedov,0,1,Featherweight Bout,0,Submission,1,77,77,3,0,0,0.23,0.71,0.23076923076923078,0.7777777777777778,,0.5,0,1,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,0.71,0.0,0.6,1.0,,0.0,1.0,0.23076923076923078,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Vinicius Oliveira,Andre Fili,1,0,Featherweight Bout,0,KO/TKO,2,596,296,3,0,0,0.62,0.41,0.627906976744186,0.41509433962264153,0.0,,0,0,0,0,15,0,1.0,0.0,0.71,0.3,0.7155963302752294,0.3,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,,0.62,0.41,0.3,0.3541666666666667,0.875,1.0,0.9333333333333333,,0.6190476190476191,0.4117647058823529,1.0,0.5,,,0.71,0.3,0.5857142857142857,0.25,0.9130434782608695,1.0,1.0,,0.6847826086956522,0.288135593220339,0.8181818181818182,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Andre Lima,Kevin Borjas,0,1,Flyweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.47,0.35,0.47619047619047616,0.35294117647058826,,,0,0,0,0,0,0,0.0,0.0,0.4,0.39,0.4146341463414634,0.391304347826087,,0.0,0.0,0.0,0.0,0.0,33.0,7.0,0.0,0.0,0.46,0.38,0.5526315789473685,0.4,0.0,,0.0,0.0,0.0,0.0,68.0,1.0,0.47,0.35,0.29411764705882354,0.32558139534883723,0.5,0.5,0.6666666666666666,0.5,0.47619047619047616,0.35294117647058826,,,,,0.4,0.39,0.2777777777777778,0.23333333333333334,0.4166666666666667,0.6428571428571429,0.6,1.0,0.38461538461538464,0.37777777777777777,1.0,1.0,,,0.46,0.38,0.35294117647058826,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.45161290322580644,0.35135135135135137,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Bia Mesquita,Melissa Mullins,1,0,Women's Bantamweight Bout,0,Submission,1,196,196,3,0,0,0.3,0.4,0.7567567567567568,0.4642857142857143,,1.0,1,0,0,0,12,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.4,0.2857142857142857,0.34782608695652173,0.5,1.0,0.0,,0.3,0.36363636363636365,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Allan Nascimento,Mitch Raposo,0,1,Flyweight Bout,0,Decision - Split,3,900,300,3,0,0,0.25,0.46,0.26785714285714285,0.5,0.0,,0,0,0,0,24,14,0.0,0.0,0.41,0.39,0.4,0.40816326530612246,0.0,,0.0,0.0,0.0,0.0,26.0,12.0,1.0,0.0,0.6,0.44,0.7078651685393258,0.68,,0.0,0.0,0.0,0.0,0.0,211.0,21.0,0.25,0.46,0.13157894736842105,0.41379310344827586,0.5454545454545454,1.0,0.6,,0.23076923076923078,0.46875,1.0,,,,0.41,0.39,0.23333333333333334,0.30952380952380953,0.8181818181818182,1.0,0.5714285714285714,,0.37777777777777777,0.3829787234042553,1.0,1.0,,,0.6,0.44,0.5714285714285714,0.4444444444444444,0.6666666666666666,,0.6666666666666666,,0.46153846153846156,0.4444444444444444,0.8333333333333334,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Gaston Bolanos,Michael Aswell Jr.,1,0,Featherweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.39,0.47,0.3918918918918919,0.47,,0.0,0,0,0,0,0,0,0.0,0.0,0.5,0.37,0.5,0.4,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,0.0,0.45,0.38,0.5185185185185185,0.4146341463414634,0.0,,0.0,0.0,0.0,0.0,0.0,65.0,0.39,0.47,0.3125,0.42045454545454547,0.6,0.8181818181818182,0.45454545454545453,1.0,0.3918918918918919,0.46464646464646464,,1.0,,,0.5,0.37,0.30952380952380953,0.3333333333333333,0.7142857142857143,0.75,1.0,,0.5217391304347826,0.3670886075949367,0.0,1.0,,,0.45,0.38,0.23333333333333334,0.3787878787878788,0.7692307692307693,0.6,1.0,0.0,0.44680851063829785,0.3389830508474576,1.0,0.7777777777777778,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Leon Shahbazyan,Levan Chokheli,0,1,Welterweight Bout,0,KO/TKO,1,23,23,3,0,1,0.0,0.54,0.0,0.5454545454545454,,,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.54,,0.375,0.0,1.0,,1.0,0.0,0.75,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Karol Rosa,Luana Santos,0,1,Women's Bantamweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.25,0.77,0.8208955223880597,0.9473684210526315,,0.2,0,0,0,0,0,196,0.0,0.0,0.66,1.0,0.9672131147540983,0.921875,,,0.0,0.0,0.0,0.0,0.0,277.0,0.0,0.0,0.14,,0.631578947368421,0.8333333333333334,,0.2,0.0,0.0,0.0,0.0,0.0,268.0,0.25,0.77,0.16666666666666666,0.6666666666666666,0.0,1.0,0.6666666666666666,,0.26666666666666666,0.75,0.0,1.0,,,0.66,1.0,1.0,1.0,0.5,,,,0.5,,,,1.0,1.0,0.14,,0.14285714285714285,,,,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Fight Night: Kape vs. Horiguchi,Shane Collins,Otari Tanzilovi,1,0,Featherweight Bout,0,Decision - Unanimous,3,900,300,3,0,0,0.48,0.74,0.5689655172413793,0.7741935483870968,0.0,1.0,1,0,0,0,42,74,0.0,0.0,0.55,0.72,0.7,0.7931034482758621,0.0,0.5,1.0,0.0,0.0,0.0,45.0,100.0,0.0,0.0,0.6,0.55,0.631578947368421,0.6,0.0,0.5,1.0,0.0,0.0,0.0,67.0,80.0,0.48,0.74,0.34375,0.6875,0.8888888888888888,0.8333333333333334,0.6666666666666666,0.8,0.46511627906976744,0.6818181818181818,0.75,1.0,,,0.55,0.72,0.5,0.6875,0.6666666666666666,0.8333333333333334,1.0,,0.5675675675675675,0.6875,0.0,0.8333333333333334,,,0.6,0.55,0.5,0.47058823529411764,1.0,1.0,1.0,1.0,0.5555555555555556,0.46875,0.875,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFC Freedom 250,Ilia Topuria,Justin Gaethje,0,1,UFC Lightweight Title Bout,1,KO/TKO,4,1200,300,5,0,0,0.5,0.47,0.5,0.49295774647887325,,0.0,0,0,0,0,0,0,1.0,0.0,0.73,0.34,0.7536231884057971,0.35135135135135137,,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.46,0.61,0.5555555555555556,0.6739130434782609,0.0,,0.0,0.0,0.0,0.0,5.0,47.0,0.5,0.47,0.3958333333333333,0.46153846153846156,1.0,1.0,1.0,0.0,0.4716981132075472,0.45161290322580644,0.8,0.6666666666666666,,,0.73,0.34,0.6333333333333333,0.34375,0.8275862068965517,0.3333333333333333,1.0,,0.7435897435897436,0.34375,0.6666666666666666,0.3333333333333333,0.8333333333333334,,0.46,0.61,0.4166666666666667,0.59375,0.6666666666666666,0.6666666666666666,,1.0,0.3,0.5333333333333333,0.8,1.0,,,0.0,0.0,0.58,0.47,0.625,0.5405405405405406,0.5,0.0,0.0,0.0,0.0,0.0,25.0,45.0,0.58,0.47,0.5454545454545454,0.41304347826086957,0.6666666666666666,0.75,1.0,1.0,0.4782608695652174,0.4186046511627907,1.0,0.6666666666666666,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
